0,1,2,3,4,status
-1.0611214184352227,-0.9003828376843278,0.06926991414558545,0.7713035742218406,0.6289827971304843,0
0.9576864308166189,-1.8483738940141807,-0.49300982980155955,1.7208647103031958,-1.5386087608137067,1
-1.0450247480014916,-0.6278580461420304,-0.050440425610711846,0.6256963948775026,0.43425580244751827,0
0.622518781479761,-1.6504116883436482,0.4145006122987757,1.6855898724018614,-2.042816154776231,1
0.39925242084327645,-1.7432334398301597,-0.571751461588192,1.3923473192612572,-2.076117671996459,1
1.8655802563598645,-1.5114972871809464,-0.6498512208513024,1.2755931639990163,-1.3487591809191246,1
-0.6364172702819061,-0.8638159510640084,0.08701940704257047,0.7982383726295709,0.92696343777405,1
-0.8766964892772822,-0.08719012819256175,-0.30739926784217364,-0.08124198149863343,-0.01863597149785135,0
0.10983366969096334,2.4942595816036506,0.9421958213726712,1.4098055775588834,-0.22208288128134626,0
-0.44283745338309544,-0.3729395742522702,-0.11737198801874064,0.44463940389686324,0.6704902488395739,0
-0.49271393265113905,0.4927496066645072,2.4375425549754297,-0.12353653733425887,-0.6665455119061575,0
1.7912753159140746,-1.052179173989726,-0.8644791983858184,0.4533908590028368,-1.909668244286384,1
-0.45573222746741116,0.7815342779744598,0.3165322871966842,-0.6778911205879798,-0.6160449013728744,0
-0.23124780797229655,0.3527653451339445,-0.5098075441568279,-0.8777519364204069,-0.13534357135422875,0
1.630370714885762,-0.17684999146992084,1.7337065058094498,0.27224291733763367,-3.124122853614656,1
-0.4006978839934443,-0.3310233467251692,-0.16209086598981357,0.08182427954886273,0.5242588304003752,0
-0.24406914788046313,-0.2964634800208512,-0.17891008403119016,0.13313618338674224,0.6041737544727908,0
0.8339504907758526,-1.514085139909608,-0.675918682774637,1.2337690320202084,-2.0112028252662277,1
1.3197719157855738,-1.0272916410256967,-0.8705981214071858,0.44058072206855625,-2.1928356762702017,1
0.5694902278038424,1.2161194341890713,-0.7575105708035152,-0.4886132787489831,0.16117677269433214,0
1.1772648326084223,0.8397360940152886,1.404939490043693,-0.433754276878737,0.416352441880791,0
-0.47164425996028686,1.0045761694344066,-0.7462298386696877,-0.6900478445944122,-0.5271746623103931,0
1.0969651281492134,-1.5778034661185645,-0.6180329488632444,1.1440740633438564,-1.783628357634473,1
1.2098339208770204,-1.5508421000715633,-0.640766812752802,1.1958675965362195,-1.742579987928357,1
1.8746182984840174,-1.2243080840793432,2.3109663243862797,1.6638885977689724,-1.7532209124663078,1
-0.41949954502748593,0.34310974084193685,-0.47820735702621203,-0.49139493011412616,-0.085653479573353,0
0.8006044095046809,-1.5680757380201016,-0.6355824069782645,1.1506158800428308,-1.9862972851330996,1
-1.1155950429280619,-0.7103656730734124,-0.02875384255903986,0.5488931573072877,0.39528006079395017,0
-0.8808588433124059,-0.16735815005141977,-0.28628131819362374,-0.15129658712040914,-0.017794544038845235,0
2.35920243205404,-0.34112810045679426,0.96049205958022,1.0716999649721601,-1.9217844629208163,1
0.05286152500944812,0.8838874023357178,-0.5951606363936313,-0.019877096962987645,0.21684317257903613,0
0.9762348395361063,-1.5641763257148034,-0.6754258348912155,1.2168437997664674,-1.9445144281788604,1
